stay_id,begin_of_stay,end_of_stay,persons,room_type,total_price
17141,2017-12-26,2018-01-09,1,Double,2257.33
17142,2015-07-24,2015-08-04,2,Single,3109.71
17143,2015-10-23,2015-10-26,2,Double,615.38
17144,2020-07-15,2020-07-26,1,Double,3764.33
17145,2018-10-10,2018-10-17,4,Family,3011.02
17146,2023-05-26,2023-05-28,4,Family,1213.93
17147,2023-09-17,2023-09-29,2,Double,6443.67
17148,2016-04-20,2016-04-26,2,Double,1513.45
17149,2018-07-30,2018-08-10,1,Single,1893.87
17150,2021-09-15,2021-09-18,2,Double,892.33
17151,2020-11-28,2020-12-02,1,Double,1169.82
17152,2021-04-15,2021-04-23,2,Double,2498.62
17153,2023-04-15,2023-04-17,3,Family,1067.7
17154,2016-11-02,2016-11-05,1,Double,740.59
17155,2019-09-06,2019-09-20,4,Family,6603.36
17156,2019-06-04,2019-06-12,1,Single,1820.76
17157,2021-09-09,2021-09-20,1,Single,1788.42
17158,2019-10-03,2019-10-09,1,Double,1500.19
17159,2019-11-19,2019-11-23,1,Double,1223.42
17160,2016-06-13,2016-06-21,3,Family,4321.1
17161,2015-01-28,2015-02-02,2,Double,730.53
17162,2015-06-10,2015-06-14,4,Single,892.07
17163,2020-04-20,2020-05-03,2,Single,2298.23
17164,2015-10-06,2015-10-09,3,Family,834.3
17165,2015-01-11,2015-01-13,3,Family,398.67
17166,2016-09-02,2016-09-07,1,Single,577.23
17167,2023-05-19,2023-05-25,3,Family,2888.27
17168,2015-11-05,2015-11-19,3,Family,5057.55
17169,2015-07-04,2015-07-07,2,Double,676.9
17170,2018-05-01,2018-05-10,4,Single,1574.67
17171,2015-07-29,2015-08-08,3,Family,5181.88
17172,2016-05-05,2016-05-14,4,Family,2757.11
17173,2023-07-19,2023-07-24,1,Single,833.83
17174,2019-11-20,2019-11-21,3,Single,89.62
17175,2020-08-07,2020-08-17,3,Family,6198.88
17176,2023-12-10,2023-12-14,2,Single,540.83
17177,2015-11-23,2015-11-28,1,Double,1114.34
17178,2018-07-24,2018-07-30,3,Family,2667.95
17179,2016-10-23,2016-10-31,2,Double,1836.1
17180,2015-01-30,2015-02-13,4,Family,4403.1
17181,2018-01-11,2018-01-19,3,Family,1596.43
17182,2015-08-11,2015-08-25,1,Single,2746.15
17183,2017-05-18,2017-05-20,4,Family,668.1
17184,2018-12-31,2019-01-05,1,Single,436.26
17185,2016-09-07,2016-09-09,2,Single,325.4
17186,2020-10-11,2020-10-19,1,Double,1763.2
17187,2017-03-15,2017-03-29,2,Single,2831.5
17188,2015-07-03,2015-07-08,4,Single,1209.45
17189,2021-01-14,2021-01-17,1,Single,493.27
17190,2021-12-25,2021-12-31,4,Family,2349.27
17191,2018-07-12,2018-07-23,1,Single,3035.76
17192,2020-05-28,2020-06-04,2,Double,2155.91
17193,2022-01-06,2022-01-16,3,Single,869.46
17194,2019-02-21,2019-02-23,2,Double,310.09
17195,2018-10-18,2018-10-30,2,Double,2710.98
17196,2019-10-28,2019-11-09,3,Family,5328.09
17197,2020-04-14,2020-04-24,4,Single,2165.06
17198,2021-10-29,2021-10-31,1,Double,465.98
17199,2022-04-17,2022-04-23,1,Single,957.43
17200,2022-03-22,2022-04-03,1,Single,2322.33
17201,2019-02-11,2019-02-14,1,Single,384.74
17202,2023-10-20,2023-11-03,1,Double,4589.12
17203,2019-03-29,2019-03-31,4,Single,429.61
17204,2020-07-03,2020-07-14,4,Single,3069.03
17205,2019-11-07,2019-11-09,4,Family,658.54
17206,2023-04-29,2023-05-06,2,Single,1522.43
17207,2020-06-26,2020-07-06,1,Single,1745.89
17208,2021-09-18,2021-09-21,2,Double,838.45
17209,2020-12-18,2020-12-30,3,Single,1346.04
17210,2019-01-02,2019-01-08,2,Double,1323.14
17211,2021-07-26,2021-08-04,1,Single,2561.71
17212,2015-11-16,2015-11-26,1,Single,1626.75
17213,2023-02-15,2023-02-16,2,Single,167.08
17214,2020-11-19,2020-11-22,3,Family,1144.68
17215,2020-11-16,2020-11-18,2,Single,335.76
17216,2021-03-27,2021-04-09,3,Single,1810.95
17217,2016-04-11,2016-04-17,4,Family,2416.57
17218,2020-01-18,2020-01-24,1,Double,998.67
17219,2021-07-11,2021-07-13,2,Single,579.81
17220,2019-12-23,2020-01-03,4,Family,3608.41
17221,2015-06-16,2015-06-30,2,Single,2153.54
17222,2022-08-16,2022-08-22,3,Family,3419.71
17223,2017-08-14,2017-08-25,1,Single,1656.27
17224,2022-11-18,2022-12-01,3,Family,6959.91
17225,2022-07-24,2022-08-04,3,Single,3652.33
17226,2018-01-01,2018-01-04,1,Double,453.84
17227,2017-08-09,2017-08-19,1,Single,2278.93
17228,2017-12-31,2018-01-01,2,Double,174.69
17229,2016-12-14,2016-12-28,1,Double,1613.72
17230,2018-04-03,2018-04-07,3,Single,1070.71
17231,2016-04-23,2016-04-24,1,Double,205.0
17232,2018-06-14,2018-06-28,4,Family,10025.22
17233,2019-10-02,2019-10-06,3,Single,691.82
17234,2015-03-26,2015-04-07,1,Double,3034.01
17235,2018-11-30,2018-12-14,3,Single,2040.59
17236,2020-06-30,2020-07-01,2,Double,389.43
17237,2015-08-26,2015-09-01,2,Single,880.15
17238,2018-06-09,2018-06-14,1,Single,1182.17
17239,2016-09-20,2016-10-01,3,Family,4101.71
17240,2017-01-01,2017-01-05,1,Double,460.01
17241,2022-03-31,2022-04-08,4,Family,3889.28
17242,2020-08-15,2020-08-17,1,Double,581.02
17243,2022-05-05,2022-05-18,1,Double,4452.64
17244,2017-03-22,2017-03-23,2,Double,230.08
17245,2018-07-22,2018-07-26,3,Single,942.68
17246,2021-12-06,2021-12-14,3,Single,995.72
17247,2016-05-08,2016-05-18,4,Single,1288.94
17248,2016-04-18,2016-05-01,4,Single,2878.87
17249,2015-04-26,2015-04-27,3,Family,352.23
17250,2022-09-04,2022-09-16,4,Single,1478.68
17251,2017-03-17,2017-03-19,1,Single,502.03
17252,2020-01-16,2020-01-19,2,Single,329.62
17253,2015-06-19,2015-06-21,3,Family,1047.74
17254,2016-03-15,2016-03-21,4,Family,2062.81
17255,2019-10-20,2019-10-26,1,Single,1089.25
17256,2021-09-14,2021-09-16,2,Single,316.42
17257,2023-04-03,2023-04-15,4,Family,5681.45
17258,2017-08-11,2017-08-14,4,Single,790.57
17259,2023-02-13,2023-02-15,1,Single,232.29
17260,2017-03-24,2017-04-06,3,Family,5542.16
17261,2019-01-05,2019-01-06,4,Single,60.74
17262,2018-11-03,2018-11-12,3,Family,3745.81
17263,2017-08-11,2017-08-15,1,Double,1019.33
17264,2022-06-14,2022-06-21,1,Single,1796.46
17265,2018-02-07,2018-02-12,4,Single,920.88
17266,2022-03-05,2022-03-14,4,Family,3887.56
17267,2019-10-25,2019-11-05,2,Double,3971.75
17268,2015-04-12,2015-04-23,1,Single,1208.47
17269,2020-09-12,2020-09-13,3,Family,317.02
17270,2023-11-21,2023-11-30,1,Single,2106.58
17271,2016-10-25,2016-11-08,2,Single,1410.73
17272,2021-04-20,2021-05-04,4,Single,2781.61
17273,2016-10-27,2016-11-05,4,Single,1254.52
17274,2019-03-10,2019-03-24,3,Family,6283.52
17275,2018-04-04,2018-04-07,4,Single,665.31
17276,2015-08-02,2015-08-04,2,Double,461.75
17277,2016-12-19,2016-12-29,1,Double,1104.71
17278,2017-08-16,2017-08-17,4,Single,192.21
17279,2022-05-14,2022-05-20,2,Double,1589.35
17280,2021-06-14,2021-06-26,4,Family,9054.69
17281,2023-01-16,2023-01-20,3,Family,1288.55
17282,2023-09-21,2023-09-27,2,Double,2299.48
17283,2017-12-31,2018-01-08,1,Double,838.19
17284,2020-08-31,2020-09-11,2,Single,2714.65
17285,2015-07-30,2015-08-13,4,Single,2365.05
17286,2023-08-30,2023-09-11,4,Single,4538.05
17287,2019-08-07,2019-08-20,4,Family,7914.06
17288,2023-01-27,2023-01-31,1,Single,513.45
17289,2017-11-06,2017-11-19,4,Single,2896.31
17290,2020-10-05,2020-10-07,4,Single,286.66
17291,2023-03-26,2023-03-29,3,Single,493.14
17292,2018-11-06,2018-11-10,2,Double,1255.62
17293,2020-10-19,2020-10-31,4,Family,6887.65
17294,2015-08-07,2015-08-14,2,Single,1578.05
17295,2018-04-24,2018-04-27,3,Family,1503.12
17296,2015-12-14,2015-12-16,4,Family,503.72
17297,2017-12-07,2017-12-12,2,Double,1163.89
17298,2023-07-09,2023-07-22,4,Single,2958.93
17299,2019-11-12,2019-11-26,4,Family,5056.67
17300,2022-04-16,2022-04-17,1,Single,222.21
17301,2017-01-20,2017-01-25,2,Single,326.53
17302,2019-06-13,2019-06-26,2,Double,5008.5
17303,2022-01-16,2022-01-23,4,Family,1926.13
17304,2018-06-24,2018-07-02,4,Single,1818.37
17305,2023-11-27,2023-12-04,4,Family,4489.21
17306,2018-02-14,2018-02-20,4,Family,1579.51
17307,2015-09-14,2015-09-23,2,Double,2594.49
17308,2015-10-17,2015-10-20,1,Double,481.96
17309,2018-10-04,2018-10-07,4,Single,728.28
17310,2020-08-05,2020-08-09,4,Family,2361.87
17311,2021-09-06,2021-09-18,3,Single,1826.54
17312,2019-11-18,2019-11-29,3,Family,5219.5
17313,2015-05-15,2015-05-24,1,Double,1782.04
17314,2017-03-28,2017-04-03,1,Double,1345.49
17315,2018-04-24,2018-05-05,1,Single,1667.01
17316,2015-07-14,2015-07-25,4,Single,2184.87
17317,2018-08-30,2018-09-07,4,Family,5497.15
17318,2019-08-06,2019-08-15,4,Single,2707.77
17319,2021-09-13,2021-09-17,3,Single,467.85
17320,2016-07-17,2016-07-31,2,Double,3381.82
17321,2021-11-25,2021-11-30,3,Single,1339.24
17322,2022-12-10,2022-12-21,1,Single,1712.81
17323,2019-04-29,2019-05-13,4,Family,6127.04
17324,2018-01-21,2018-01-23,1,Single,263.83
17325,2018-09-23,2018-10-05,2,Double,3817.89
17326,2018-02-28,2018-03-11,1,Single,940.13
17327,2018-02-13,2018-02-24,2,Double,1715.56
17328,2020-04-09,2020-04-18,3,Single,867.99
17329,2015-11-25,2015-12-05,4,Single,869.98
17330,2019-02-25,2019-03-09,2,Double,2289.69
17331,2016-06-29,2016-07-12,4,Single,1800.65
17332,2017-02-04,2017-02-10,3,Family,1465.47
17333,2022-04-20,2022-04-25,3,Family,2014.41
17334,2021-03-25,2021-03-26,1,Double,252.53
17335,2019-01-08,2019-01-13,4,Single,709.2
17336,2022-11-26,2022-12-06,4,Single,2480.48
17337,2021-03-28,2021-04-04,4,Single,1353.0
17338,2017-10-03,2017-10-09,1,Double,1124.8
17339,2021-03-31,2021-04-12,2,Double,3884.38
17340,2020-07-06,2020-07-19,2,Double,5532.91
17341,2021-07-06,2021-07-08,2,Single,439.75
17342,2020-10-26,2020-10-30,4,Family,1806.6
17343,2016-01-07,2016-01-18,1,Double,1834.26
17344,2017-01-16,2017-01-29,1,Single,1014.02
17345,2015-01-22,2015-01-28,2,Single,470.58
17346,2023-04-19,2023-04-24,4,Family,2593.15
17347,2019-07-09,2019-07-21,1,Double,5068.81
17348,2019-10-19,2019-10-30,2,Double,2446.92
17349,2021-05-05,2021-05-07,4,Single,281.13
17350,2015-10-03,2015-10-09,2,Double,1723.43
17351,2016-10-30,2016-11-11,2,Single,2252.36
17352,2017-06-02,2017-06-15,3,Family,8296.17
17353,2017-06-05,2017-06-15,1,Double,2964.94
17354,2016-11-28,2016-12-12,1,Single,3113.49
17355,2020-01-19,2020-01-30,1,Single,1358.44
17356,2022-12-14,2022-12-21,1,Double,1580.44
17357,2021-05-05,2021-05-08,3,Single,451.1
17358,2022-09-18,2022-09-23,4,Single,734.73
17359,2017-05-29,2017-06-07,2,Single,1412.8
17360,2020-11-03,2020-11-14,3,Family,4829.15
17361,2021-07-30,2021-08-04,1,Double,2202.67
17362,2016-08-12,2016-08-20,1,Single,1722.96
17363,2019-01-15,2019-01-29,3,Family,3896.64
17364,2020-08-31,2020-09-10,3,Single,1380.14
17365,2023-01-25,2023-01-29,4,Family,1304.12
17366,2018-04-20,2018-05-01,2,Double,2512.61
17367,2015-08-01,2015-08-11,1,Double,2475.95
17368,2016-12-05,2016-12-17,4,Single,878.25
17369,2023-11-06,2023-11-15,3,Single,1071.19
17370,2022-10-20,2022-10-27,3,Family,3335.94
17371,2019-07-14,2019-07-28,1,Single,3269.46
17372,2023-04-29,2023-05-04,4,Family,3117.03
17373,2019-03-13,2019-03-25,3,Family,5136.08
17374,2018-12-29,2019-01-05,3,Family,2151.12
17375,2018-04-23,2018-05-04,2,Double,2778.97
17376,2023-06-21,2023-06-26,4,Family,3062.21
17377,2022-03-09,2022-03-20,1,Double,2977.82
17378,2015-04-09,2015-04-13,1,Single,720.22
17379,2019-09-21,2019-10-05,2,Single,2845.82
17380,2016-03-04,2016-03-18,2,Double,4995.32
17381,2021-11-07,2021-11-11,1,Double,1131.08
17382,2017-03-24,2017-03-25,2,Double,286.12
17383,2016-12-24,2016-12-27,2,Single,275.3
17384,2017-06-24,2017-06-26,1,Double,583.15
17385,2022-04-01,2022-04-03,1,Single,322.3
17386,2015-06-21,2015-06-22,4,Family,593.64
17387,2021-09-27,2021-10-10,4,Family,7949.69
17388,2018-12-22,2019-01-02,1,Double,1554.68
17389,2022-11-10,2022-11-19,3,Family,4821.41
17390,2020-01-27,2020-02-10,3,Family,5219.33
17391,2021-07-03,2021-07-08,3,Family,2732.42
17392,2021-09-20,2021-09-21,4,Family,413.2
17393,2018-10-30,2018-11-04,3,Single,815.91
17394,2023-09-13,2023-09-20,2,Single,1403.83
17395,2015-01-13,2015-01-14,3,Family,329.94
17396,2018-11-28,2018-12-07,2,Double,2810.69
17397,2021-12-11,2021-12-25,4,Single,1636.49
17398,2018-09-18,2018-09-25,1,Double,1651.09
17399,2016-01-02,2016-01-10,2,Double,1208.05
17400,2015-10-08,2015-10-20,4,Single,947.72
17401,2017-06-10,2017-06-16,2,Double,1906.6
17402,2020-07-04,2020-07-06,1,Single,648.86
17403,2019-02-27,2019-03-12,3,Family,2613.8
17404,2017-08-22,2017-09-05,3,Family,9657.33
17405,2020-07-14,2020-07-22,3,Family,3931.77
17406,2023-01-25,2023-02-01,1,Double,1144.14
17407,2015-06-16,2015-06-21,4,Single,813.56
17408,2017-03-29,2017-03-30,3,Family,422.65
17409,2022-09-18,2022-09-20,2,Double,570.26
17410,2015-07-02,2015-07-12,2,Double,3982.52
17411,2020-10-28,2020-10-31,4,Single,759.44
17412,2020-01-24,2020-01-25,3,Single,157.01
17413,2019-03-26,2019-03-29,2,Single,625.62
17414,2023-12-15,2023-12-27,3,Family,2233.34
17415,2018-10-29,2018-11-03,4,Family,2427.89
17416,2015-08-09,2015-08-21,1,Double,3292.13
17417,2015-01-28,2015-02-01,3,Family,1185.61
17418,2023-12-21,2023-12-29,3,Single,542.58
17419,2018-06-10,2018-06-19,2,Single,1937.72
17420,2017-05-14,2017-05-22,4,Single,1912.8
17421,2021-08-16,2021-08-19,2,Single,633.36
17422,2017-01-28,2017-02-08,1,Double,1539.36
17423,2020-06-24,2020-07-02,3,Family,5052.79
17424,2016-05-30,2016-06-09,2,Single,1063.36
17425,2023-03-16,2023-03-21,3,Single,1001.95
17426,2017-08-18,2017-08-31,2,Single,2274.34
17427,2017-01-19,2017-01-29,4,Single,909.45
17428,2021-05-10,2021-05-12,1,Single,334.83
17429,2018-06-06,2018-06-07,4,Single,162.95
17430,2020-03-06,2020-03-16,3,Single,1416.01
17431,2019-09-11,2019-09-24,3,Family,5272.08
17432,2016-10-29,2016-11-02,1,Single,342.09
17433,2016-09-27,2016-10-08,3,Single,1032.16
17434,2019-06-29,2019-07-02,2,Double,944.91
17435,2019-06-03,2019-06-08,1,Single,1337.45
17436,2020-09-10,2020-09-24,3,Single,2847.33
17437,2019-10-11,2019-10-21,1,Single,1093.34
17438,2021-03-27,2021-04-01,3,Single,751.76
17439,2019-07-03,2019-07-17,2,Single,3049.78
17440,2016-12-07,2016-12-20,3,Family,2937.28
17441,2017-09-18,2017-10-01,1,Double,3031.8
17442,2017-09-24,2017-10-01,1,Single,1475.89
17443,2017-08-20,2017-09-03,1,Single,2695.77
17444,2019-01-31,2019-02-01,1,Double,166.98
17445,2023-04-09,2023-04-11,4,Family,909.26
17446,2016-12-18,2016-12-25,1,Single,706.51
17447,2019-06-07,2019-06-15,3,Single,1720.6
17448,2020-01-01,2020-01-14,1,Single,1116.41
17449,2017-09-27,2017-10-10,4,Single,2313.3
17450,2022-12-15,2022-12-25,1,Single,1650.18
17451,2023-03-19,2023-03-27,1,Double,1838.29
17452,2019-06-10,2019-06-22,3,Family,6866.0
17453,2023-04-11,2023-04-19,4,Single,1204.62
17454,2015-07-24,2015-07-31,1,Single,1729.88
17455,2017-04-02,2017-04-16,3,Single,2374.4
17456,2018-06-07,2018-06-08,4,Family,549.52
17457,2015-09-21,2015-10-02,1,Double,1883.73
17458,2021-12-29,2022-01-06,2,Single,1036.04
17459,2019-04-24,2019-05-02,2,Double,1853.93
17460,2015-01-29,2015-02-07,3,Single,981.79
17461,2015-09-28,2015-10-07,4,Family,3983.89
17462,2017-12-06,2017-12-16,4,Family,3445.93
17463,2023-03-17,2023-03-24,3,Family,3508.59
17464,2021-11-08,2021-11-21,4,Family,4931.09
17465,2022-03-25,2022-04-08,4,Family,6638.0
17466,2019-05-31,2019-06-09,2,Double,2520.09
17467,2022-08-23,2022-08-29,1,Double,2438.39
17468,2017-05-04,2017-05-13,3,Single,1308.43
17469,2018-09-30,2018-10-04,4,Family,2381.4
17470,2021-07-17,2021-07-22,1,Double,2223.36
17471,2015-11-16,2015-11-18,4,Family,608.62
17472,2018-09-27,2018-10-01,4,Family,1938.85
17473,2023-07-19,2023-07-27,1,Double,2766.36
17474,2021-11-20,2021-11-28,2,Single,1285.09
17475,2022-11-16,2022-11-20,4,Single,807.39
17476,2018-09-07,2018-09-10,4,Family,1419.04
17477,2019-05-26,2019-06-04,4,Single,1320.84
17478,2020-02-02,2020-02-04,1,Double,309.53
17479,2018-10-05,2018-10-10,1,Single,751.64
17480,2022-09-28,2022-10-05,1,Single,1047.66
17481,2018-08-27,2018-09-01,4,Single,652.2
17482,2019-12-24,2020-01-04,3,Family,2938.17
17483,2020-02-26,2020-03-10,2,Single,1943.63
17484,2021-10-27,2021-11-09,2,Double,2799.56
17485,2019-12-27,2020-01-03,1,Double,1761.51
17486,2021-09-02,2021-09-07,3,Single,1161.2
17487,2022-07-20,2022-07-25,4,Single,1329.0
17488,2023-11-05,2023-11-13,1,Double,2221.53
17489,2015-06-29,2015-07-01,2,Double,649.21
17490,2021-10-26,2021-11-06,3,Single,2479.05
17491,2021-09-08,2021-09-20,3,Single,1844.93
17492,2022-08-12,2022-08-16,1,Single,814.72
17493,2021-04-16,2021-04-19,3,Family,1005.67
17494,2015-12-23,2015-12-28,3,Family,1539.27
17495,2023-01-29,2023-02-08,4,Family,3853.94
17496,2015-02-06,2015-02-09,3,Single,271.58
17497,2023-02-22,2023-03-01,4,Family,2916.62
17498,2021-02-13,2021-02-25,1,Double,2198.87
17499,2023-07-02,2023-07-03,2,Double,493.44
17500,2019-10-28,2019-11-08,1,Double,2580.9
17501,2019-12-12,2019-12-26,1,Double,1495.33
17502,2015-05-04,2015-05-18,1,Single,2254.46
17503,2021-10-19,2021-10-24,4,Single,586.06
17504,2023-09-16,2023-09-30,1,Double,6325.06
17505,2020-12-03,2020-12-07,1,Single,383.99
17506,2019-02-13,2019-02-23,2,Double,1782.0
17507,2018-07-15,2018-07-26,4,Single,1878.81
17508,2017-02-23,2017-03-03,2,Double,1986.26
17509,2020-06-19,2020-06-30,2,Double,4694.02
17510,2019-09-16,2019-09-19,2,Single,409.44
17511,2015-03-27,2015-04-10,3,Single,2657.92
17512,2016-06-04,2016-06-16,3,Family,6976.52
17513,2022-01-02,2022-01-14,4,Family,4183.02
17514,2015-06-24,2015-07-07,4,Single,3856.47
17515,2015-03-13,2015-03-14,1,Single,135.83
17516,2017-05-25,2017-06-01,4,Family,3398.53
17517,2017-01-01,2017-01-07,4,Single,1022.2
17518,2022-06-11,2022-06-25,2,Double,4227.46
17519,2021-12-15,2021-12-29,3,Single,2124.45
17520,2021-11-17,2021-11-18,4,Family,483.46
17521,2019-01-12,2019-01-20,1,Single,830.94
17522,2020-10-17,2020-10-26,4,Family,4385.86
17523,2015-03-29,2015-04-09,4,Single,1707.19
17524,2022-09-05,2022-09-14,1,Single,1203.38
17525,2018-09-19,2018-10-02,4,Single,2443.07
17526,2023-11-03,2023-11-10,1,Single,750.44
17527,2020-05-29,2020-06-10,1,Single,2013.88
17528,2023-09-24,2023-10-07,4,Family,5546.49
17529,2020-05-05,2020-05-13,2,Single,1058.8
17530,2023-01-30,2023-01-31,1,Double,207.08
17531,2021-10-20,2021-10-26,3,Family,2091.6
17532,2021-04-24,2021-05-07,4,Family,7993.53
17533,2022-07-09,2022-07-23,1,Single,2305.08
17534,2021-01-20,2021-02-01,4,Single,872.42
17535,2022-06-23,2022-07-03,1,Single,2597.95
17536,2022-12-02,2022-12-16,2,Double,1639.18
17537,2020-03-19,2020-03-26,4,Single,905.38
17538,2021-01-10,2021-01-21,3,Family,2928.14
17539,2022-05-24,2022-05-28,2,Double,1061.88
17540,2023-06-27,2023-06-29,3,Single,482.64
17541,2015-08-25,2015-08-29,2,Double,1184.82
17542,2020-06-19,2020-06-21,3,Single,527.91
17543,2016-10-30,2016-10-31,1,Double,170.96
17544,2015-09-08,2015-09-16,3,Family,2582.76
17545,2023-01-29,2023-02-06,2,Single,994.24
17546,2015-02-19,2015-02-23,1,Double,564.65
17547,2021-11-10,2021-11-12,1,Double,522.62
17548,2022-03-05,2022-03-06,2,Single,219.12
17549,2020-12-10,2020-12-12,3,Family,442.84
17550,2020-11-02,2020-11-06,2,Double,1093.42
17551,2018-05-21,2018-05-22,3,Single,164.52
17552,2019-10-24,2019-11-07,3,Family,6608.4
17553,2015-12-10,2015-12-13,1,Single,261.61
17554,2019-01-21,2019-02-03,2,Double,3566.47
17555,2020-07-27,2020-08-05,2,Double,3078.44
17556,2020-10-31,2020-11-13,2,Double,3321.06
17557,2023-08-04,2023-08-06,3,Family,1409.16
17558,2016-10-14,2016-10-16,1,Double,490.94
17559,2018-06-29,2018-07-02,4,Family,1595.94
17560,2020-05-02,2020-05-06,2,Single,797.74
17561,2018-12-18,2018-12-30,1,Double,2226.36
17562,2019-07-09,2019-07-21,4,Single,3704.15
17563,2016-04-19,2016-04-23,1,Single,804.98
17564,2020-12-20,2020-12-29,2,Single,568.42
17565,2021-02-06,2021-02-19,3,Single,1252.23
17566,2023-07-13,2023-07-25,3,Single,2816.37
17567,2021-03-19,2021-03-24,4,Single,1104.86
17568,2015-11-30,2015-12-11,3,Family,3173.05
17569,2020-10-30,2020-11-05,2,Single,1205.11
17570,2015-03-06,2015-03-08,4,Family,807.18
17571,2019-12-23,2019-12-26,2,Double,473.42
17572,2021-08-07,2021-08-19,4,Family,8492.64
17573,2018-07-05,2018-07-14,1,Double,2487.91
17574,2017-07-24,2017-07-27,2,Double,1126.48
17575,2022-09-20,2022-09-27,1,Double,2699.28
17576,2016-09-17,2016-09-21,1,Single,822.89
17577,2015-10-17,2015-10-18,1,Double,169.6
17578,2018-08-19,2018-08-21,1,Double,527.67
17579,2021-06-24,2021-07-01,2,Double,2795.7
17580,2021-01-09,2021-01-19,1,Single,1684.53
17581,2017-04-05,2017-04-08,3,Single,367.02
17582,2017-12-16,2017-12-27,2,Double,1881.38
17583,2017-07-19,2017-07-28,2,Single,1984.88
17584,2022-08-05,2022-08-06,4,Family,823.95
17585,2018-09-10,2018-09-23,1,Single,2453.05
17586,2022-01-10,2022-01-17,4,Family,2019.07
17587,2019-03-20,2019-03-28,3,Single,861.85
17588,2021-08-28,2021-09-04,3,Single,2391.43
17589,2016-07-31,2016-08-13,1,Single,2980.81
17590,2023-11-06,2023-11-18,4,Family,6696.19
17591,2021-06-10,2021-06-13,2,Single,611.68
17592,2023-08-24,2023-08-29,1,Single,1785.43
17593,2017-11-29,2017-12-02,2,Double,975.42
17594,2022-07-07,2022-07-08,3,Family,779.05
17595,2022-06-29,2022-07-13,1,Single,3928.56
17596,2018-07-24,2018-08-01,3,Family,4724.83
17597,2022-07-10,2022-07-11,2,Double,455.37
17598,2015-03-04,2015-03-08,2,Single,443.26
17599,2016-06-18,2016-07-01,3,Family,7614.05
17600,2023-07-07,2023-07-16,4,Single,1707.11
17601,2016-04-02,2016-04-14,4,Family,4601.3
17602,2020-06-28,2020-07-03,4,Single,1047.78
17603,2016-08-02,2016-08-13,1,Double,3215.36
17604,2020-11-13,2020-11-27,2,Single,2148.06
17605,2015-06-14,2015-06-24,3,Family,5734.21
17606,2019-08-11,2019-08-19,1,Double,2145.52
17607,2019-09-02,2019-09-06,4,Family,2161.35
17608,2016-08-19,2016-09-01,2,Single,3523.14
17609,2020-11-25,2020-12-08,3,Single,1678.72
17610,2017-06-22,2017-07-04,3,Single,1631.58
17611,2015-07-20,2015-07-22,4,Single,289.56
17612,2015-10-18,2015-10-27,1,Double,2006.58
17613,2017-01-28,2017-02-01,2,Double,653.39
17614,2016-12-08,2016-12-12,1,Single,476.6
17615,2015-10-18,2015-10-20,1,Single,303.01
17616,2023-11-01,2023-11-14,3,Single,3200.26
17617,2018-01-08,2018-01-14,3,Single,1125.21
17618,2022-04-13,2022-04-14,1,Double,320.88
17619,2021-12-05,2021-12-08,2,Double,386.89
17620,2020-12-17,2020-12-24,2,Double,1519.61
17621,2015-07-17,2015-07-25,1,Double,2175.93
17622,2018-09-17,2018-09-18,3,Family,512.57
17623,2020-06-10,2020-06-14,3,Family,2734.49
17624,2023-04-17,2023-04-21,4,Family,1958.7
17625,2023-07-01,2023-07-12,4,Family,8128.81
17626,2020-04-22,2020-04-25,1,Single,541.93
17627,2023-01-14,2023-01-19,2,Double,1173.28
17628,2021-02-03,2021-02-07,3,Single,525.44
17629,2023-03-28,2023-04-03,4,Family,2453.38
17630,2018-02-05,2018-02-12,2,Double,1148.74
17631,2016-10-10,2016-10-17,1,Double,1321.33
17632,2023-01-09,2023-01-23,2,Double,2035.37
17633,2019-10-14,2019-10-23,2,Single,1944.55
17634,2019-08-09,2019-08-19,4,Single,1736.04
17635,2015-08-24,2015-08-30,4,Single,1178.69
17636,2015-07-15,2015-07-23,2,Double,2408.21
17637,2022-04-23,2022-04-28,4,Family,3153.26
17638,2021-02-03,2021-02-06,2,Single,346.04
17639,2018-09-19,2018-09-28,1,Double,1906.97
17640,2023-03-07,2023-03-10,4,Single,360.85
17641,2022-11-09,2022-11-15,3,Family,3784.21
17642,2019-03-07,2019-03-09,1,Double,405.69
17643,2015-11-07,2015-11-11,2,Double,1253.38
17644,2022-10-13,2022-10-19,2,Double,2094.97
17645,2021-11-20,2021-12-03,4,Family,6070.72
17646,2015-01-25,2015-02-05,2,Double,1729.29
17647,2023-05-27,2023-06-08,1,Double,3129.58
17648,2017-11-03,2017-11-06,2,Double,775.35
17649,2023-12-25,2024-01-06,1,Double,2101.65
17650,2022-08-10,2022-08-22,2,Single,1989.72
17651,2021-05-04,2021-05-08,2,Single,919.3
17652,2016-11-17,2016-11-27,4,Single,1244.37
17653,2015-01-28,2015-02-04,1,Single,710.34
17654,2015-10-24,2015-10-26,2,Single,228.47
17655,2022-09-23,2022-09-27,3,Family,2086.09
17656,2022-06-02,2022-06-14,4,Single,3040.7
17657,2017-06-11,2017-06-22,4,Single,1588.87
17658,2023-05-09,2023-05-11,1,Single,423.3
17659,2016-05-08,2016-05-17,1,Single,1659.02
17660,2016-09-08,2016-09-15,2,Single,1086.68
17661,2016-12-14,2016-12-19,3,Single,536.6
17662,2021-12-20,2021-12-28,1,Single,1535.55
17663,2022-06-09,2022-06-16,2,Single,2766.92
